employeeid,year,state,sales,wisconsin
8101,2016,"Michigan",4343,0
8102,2016,"Michigan",3151,0
8103,2016,"Wisconsin",1751,1
8104,2017,"Michigan",3295,0
8105,2017,"Wisconsin",4397,1
8106,2016,"Wisconsin",2178,1
8107,2016,"Wisconsin",4266,1
8108,2017,"Michigan",3249,0
8109,2016,"Wisconsin",3557,1
8110,2016,"Wisconsin",4033,1
8111,2017,"Michigan",2936,0
8112,2017,"Michigan",1410,0
8113,2017,"Wisconsin",1634,1
8114,2016,"Michigan",2453,0
8115,2016,"Wisconsin",3173,1
8116,2017,"Michigan",1418,0
8117,2016,"Wisconsin",3443,1
8118,2016,"Wisconsin",4101,1
8119,2017,"Michigan",1661,0
8120,2016,"Wisconsin",3833,1
8121,2017,"Michigan",3970,0
8122,2017,"Wisconsin",4287,1
8123,2017,"Michigan",3616,0
8124,2016,"Wisconsin",3639,1
8125,2017,"Wisconsin",3201,1
8126,2016,"Wisconsin",2572,1
8127,2016,"Michigan",2813,0
8128,2017,"Wisconsin",1574,1
8129,2016,"Michigan",3485,0
8130,2016,"Wisconsin",3797,1
8131,2017,"Wisconsin",3318,1
8132,2017,"Michigan",2268,0
8133,2017,"Wisconsin",3038,1
8134,2017,"Wisconsin",3778,1
8135,2016,"Michigan",3902,0
8136,2016,"Michigan",3232,0
8137,2016,"Michigan",2616,0
8138,2016,"Wisconsin",2529,1
8139,2016,"Michigan",3380,0
8140,2016,"Michigan",4881,0
8141,2017,"Michigan",2182,0
8142,2017,"Wisconsin",5461,1
8143,2016,"Michigan",1865,0
8144,2017,"Michigan",3252,0
8145,2016,"Michigan",3008,0
8146,2017,"Michigan",1520,0
8147,2016,"Michigan",4115,0
8148,2017,"Wisconsin",2239,1
8149,2016,"Wisconsin",2847,1
8150,2016,"Michigan",3309,0
8151,2017,"Michigan",2956,0
8152,2017,"Wisconsin",2733,1
8153,2017,"Wisconsin",4007,1
8154,2016,"Wisconsin",2370,1
8155,2016,"Wisconsin",4275,1
8156,2017,"Wisconsin",2972,1
8157,2017,"Wisconsin",4747,1
8158,2017,"Wisconsin",1954,1
8159,2017,"Michigan",2026,0
8160,2016,"Wisconsin",1919,1
8161,2016,"Michigan",3263,0
8162,2017,"Wisconsin",4403,1
8163,2016,"Wisconsin",2340,1
8164,2017,"Wisconsin",3298,1
8165,2016,"Wisconsin",1725,1
8166,2016,"Wisconsin",2391,1
8167,2016,"Michigan",2454,0
8168,2016,"Michigan",3516,0
8169,2017,"Michigan",2591,0
8170,2017,"Michigan",4955,0
8171,2016,"Wisconsin",2519,1
8172,2016,"Michigan",2980,0
8173,2016,"Michigan",4039,0
8174,2017,"Wisconsin",3070,1
8175,2017,"Wisconsin",5271,1
8176,2016,"Michigan",2067,0
8177,2016,"Michigan",2273,0
8178,2016,"Wisconsin",3301,1
8179,2017,"Wisconsin",4822,1
8180,2016,"Michigan",2314,0
8181,2017,"Michigan",2805,0
8182,2016,"Michigan",1346,0
8183,2017,"Wisconsin",4969,1
8184,2017,"Michigan",4576,0
8185,2016,"Wisconsin",4819,1
8186,2017,"Michigan",3007,0
8187,2016,"Michigan",3814,0
8188,2017,"Wisconsin",1520,1
8189,2016,"Michigan",4725,0
8190,2016,"Michigan",2141,0
8191,2017,"Michigan",4717,0
8192,2017,"Wisconsin",1985,1
8193,2016,"Michigan",2647,0
8194,2016,"Wisconsin",3850,1
8195,2016,"Wisconsin",3723,1
8196,2017,"Michigan",2943,0
8197,2016,"Wisconsin",4437,1
8198,2016,"Wisconsin",1182,1
8199,2016,"Michigan",4443,0
8200,2017,"Wisconsin",2031,1
8201,2016,"Wisconsin",3378,1
8202,2016,"Michigan",1440,0
8203,2016,"Michigan",2876,0
8204,2016,"Wisconsin",2822,1
8205,2016,"Michigan",2388,0
8206,2016,"Michigan",5083,0
8207,2017,"Michigan",4131,0
8208,2017,"Michigan",1799,0
8209,2016,"Michigan",2693,0
8210,2016,"Michigan",2600,0
8211,2016,"Wisconsin",4019,1
8212,2016,"Wisconsin",3276,1
8213,2017,"Michigan",4907,0
8214,2017,"Wisconsin",2418,1
8215,2017,"Wisconsin",1802,1
8216,2017,"Wisconsin",1949,1
8217,2017,"Michigan",1333,0
8218,2017,"Michigan",4535,0
8219,2016,"Michigan",4387,0
8220,2016,"Wisconsin",2214,1
8221,2016,"Wisconsin",3727,1
8222,2017,"Michigan",4471,0
8223,2016,"Michigan",3459,0
8224,2017,"Michigan",3078,0
8225,2017,"Wisconsin",3769,1
8226,2017,"Wisconsin",3613,1
8227,2016,"Michigan",3758,0
8228,2016,"Wisconsin",2806,1
8229,2017,"Wisconsin",4908,1
8230,2016,"Michigan",2643,0
8231,2016,"Michigan",2595,0
8232,2016,"Michigan",2602,0
8233,2017,"Michigan",4526,0
8234,2017,"Michigan",2619,0
8235,2016,"Wisconsin",1915,1
8236,2016,"Michigan",4718,0
8237,2016,"Wisconsin",4174,1
8238,2017,"Michigan",3911,0
8239,2017,"Michigan",4700,0
8240,2016,"Michigan",4257,0
8241,2016,"Michigan",4531,0
8242,2017,"Michigan",1520,0
8243,2017,"Michigan",1534,0
8244,2016,"Wisconsin",3844,1
8245,2017,"Wisconsin",3223,1
8246,2016,"Michigan",2618,0
8247,2017,"Wisconsin",1689,1
8248,2016,"Wisconsin",2561,1
8249,2017,"Wisconsin",4909,1
8250,2016,"Michigan",4991,0
8251,2016,"Wisconsin",1464,1
8252,2016,"Michigan",4461,0
8253,2017,"Wisconsin",4912,1
8254,2016,"Wisconsin",2973,1
8255,2016,"Wisconsin",1292,1
8256,2017,"Michigan",1838,0
8257,2017,"Wisconsin",3160,1
8258,2017,"Michigan",2932,0
8259,2016,"Wisconsin",3747,1
8260,2017,"Wisconsin",3256,1
8261,2017,"Michigan",1868,0
8262,2017,"Wisconsin",2899,1
8263,2017,"Michigan",3944,0
8264,2016,"Michigan",1862,0
8265,2017,"Wisconsin",2800,1
8266,2017,"Michigan",4254,0
8267,2016,"Michigan",3476,0
8268,2017,"Michigan",4721,0
8269,2016,"Wisconsin",3607,1
8270,2017,"Wisconsin",2796,1
8271,2017,"Wisconsin",4129,1
8272,2016,"Wisconsin",1333,1
8273,2017,"Wisconsin",4621,1
8274,2016,"Michigan",3962,0
8275,2016,"Wisconsin",1740,1
8276,2017,"Michigan",2251,0
8277,2017,"Wisconsin",4588,1
8278,2017,"Michigan",3450,0
8279,2016,"Wisconsin",2978,1
8280,2017,"Wisconsin",2031,1
8281,2017,"Wisconsin",1532,1
8282,2016,"Michigan",3651,0
8283,2017,"Michigan",4596,0
8284,2016,"Wisconsin",3533,1
8285,2017,"Michigan",3469,0
8286,2017,"Michigan",4144,0
8287,2016,"Wisconsin",1073,1
8288,2017,"Wisconsin",3906,1
8289,2016,"Wisconsin",3498,1
8290,2016,"Wisconsin",1787,1
8291,2016,"Michigan",3385,0
8292,2016,"Wisconsin",4782,1
8293,2017,"Wisconsin",1704,1
8294,2016,"Michigan",4340,0
8295,2016,"Michigan",1970,0
8296,2016,"Wisconsin",4002,1
8297,2017,"Wisconsin",2125,1
8298,2017,"Wisconsin",5253,1
8299,2016,"Wisconsin",3766,1
8300,2017,"Wisconsin",3273,1
8301,2017,"Wisconsin",3518,1
8302,2017,"Michigan",1522,0
8303,2017,"Michigan",2174,0
8304,2017,"Wisconsin",1973,1
8305,2016,"Wisconsin",1451,1
8306,2016,"Wisconsin",3405,1
8307,2017,"Michigan",1550,0
8308,2017,"Wisconsin",3608,1
8309,2016,"Michigan",2727,0
8310,2016,"Wisconsin",2346,1
8311,2017,"Michigan",2652,0
8312,2016,"Wisconsin",4217,1
8313,2017,"Michigan",2038,0
8314,2017,"Michigan",2428,0
8315,2016,"Michigan",4962,0
8316,2016,"Michigan",2699,0
8317,2017,"Wisconsin",4489,1
8318,2017,"Wisconsin",2811,1
8319,2017,"Wisconsin",4525,1
8320,2016,"Michigan",2152,0
8321,2016,"Wisconsin",2380,1
8322,2016,"Wisconsin",3046,1
8323,2017,"Michigan",4285,0
8324,2016,"Wisconsin",4009,1
8325,2016,"Michigan",1701,0
8326,2016,"Michigan",1237,0
8327,2017,"Michigan",2832,0
8328,2017,"Michigan",4887,0
8329,2017,"Michigan",2368,0
8330,2016,"Michigan",2468,0
8331,2017,"Michigan",4351,0
8332,2017,"Wisconsin",2666,1
8333,2017,"Wisconsin",5168,1
8334,2016,"Wisconsin",1156,1
8335,2017,"Michigan",3022,0
8336,2017,"Wisconsin",4342,1
8337,2017,"Wisconsin",2661,1
8338,2017,"Wisconsin",4766,1
8339,2017,"Michigan",2916,0
8340,2017,"Michigan",4340,0
8341,2017,"Wisconsin",3046,1
8342,2017,"Wisconsin",1530,1
8343,2016,"Michigan",3467,0
8344,2017,"Michigan",1748,0
8345,2016,"Michigan",4703,0
8346,2017,"Michigan",3316,0
8347,2016,"Michigan",1501,0
8348,2016,"Michigan",2724,0
8349,2016,"Michigan",4059,0
8350,2016,"Michigan",4279,0
8351,2017,"Michigan",4594,0
8352,2016,"Michigan",4793,0
8353,2017,"Michigan",2529,0
8354,2016,"Wisconsin",4702,1
8355,2017,"Michigan",3363,0
8356,2017,"Michigan",4000,0
8357,2016,"Michigan",1668,0
8358,2017,"Wisconsin",2917,1
8359,2017,"Wisconsin",4842,1
8360,2017,"Michigan",1150,0
8361,2017,"Michigan",3762,0
8362,2017,"Wisconsin",3542,1
8363,2017,"Michigan",2414,0
8364,2016,"Wisconsin",3984,1
8365,2017,"Michigan",3449,0
8366,2017,"Michigan",2609,0
8367,2016,"Wisconsin",2196,1
8368,2017,"Michigan",4225,0
8369,2017,"Michigan",4691,0
8370,2016,"Wisconsin",1031,1
8371,2017,"Wisconsin",3471,1
8372,2017,"Wisconsin",1743,1
8373,2016,"Wisconsin",2682,1
8374,2016,"Michigan",1883,0
8375,2016,"Michigan",3990,0
8376,2017,"Michigan",1587,0
8377,2016,"Michigan",1157,0
8378,2016,"Michigan",2004,0
8379,2017,"Wisconsin",3064,1
8380,2017,"Wisconsin",3272,1
8381,2016,"Michigan",4405,0
8382,2017,"Michigan",4138,0
8383,2017,"Wisconsin",3293,1
8384,2017,"Michigan",4766,0
8385,2017,"Michigan",4655,0
8386,2016,"Wisconsin",3281,1
8387,2016,"Wisconsin",4231,1
8388,2017,"Michigan",2996,0
8389,2017,"Michigan",2652,0
8390,2016,"Michigan",1842,0
8391,2017,"Wisconsin",2790,1
8392,2016,"Michigan",2669,0
8393,2017,"Michigan",2511,0
8394,2017,"Michigan",3148,0
8395,2017,"Michigan",3751,0
8396,2016,"Wisconsin",2882,1
8397,2017,"Michigan",3799,0
8398,2016,"Wisconsin",1576,1
8399,2016,"Wisconsin",1775,1
8400,2016,"Michigan",2848,0
8401,2017,"Michigan",2119,0
8402,2016,"Wisconsin",4604,1
8403,2017,"Wisconsin",4991,1
8404,2016,"Wisconsin",4530,1
8405,2016,"Michigan",4509,0
8406,2016,"Wisconsin",4060,1
8407,2016,"Wisconsin",3895,1
8408,2016,"Michigan",4007,0
8409,2017,"Michigan",1314,0
8410,2017,"Michigan",4464,0
8411,2016,"Wisconsin",2141,1
8412,2017,"Wisconsin",2964,1
8413,2017,"Wisconsin",4644,1
8414,2017,"Michigan",2425,0
8415,2016,"Michigan",2978,0
8416,2016,"Michigan",1859,0
8417,2017,"Michigan",4772,0
8418,2017,"Wisconsin",5144,1
8419,2016,"Michigan",4066,0
8420,2016,"Wisconsin",3917,1
8421,2016,"Wisconsin",3800,1
8422,2016,"Wisconsin",1231,1
8423,2017,"Michigan",1432,0
8424,2016,"Wisconsin",3447,1
8425,2017,"Wisconsin",2484,1
8426,2017,"Michigan",2388,0
8427,2016,"Michigan",2355,0
8428,2016,"Wisconsin",1348,1
8429,2016,"Wisconsin",4753,1
8430,2016,"Michigan",1789,0
8431,2016,"Wisconsin",2500,1
8432,2017,"Michigan",2762,0
8433,2016,"Wisconsin",2585,1
8434,2016,"Wisconsin",1151,1
8435,2016,"Michigan",4475,0
8436,2017,"Wisconsin",2898,1
8437,2017,"Michigan",4240,0
8438,2016,"Wisconsin",4300,1
8439,2016,"Michigan",3480,0
8440,2017,"Michigan",3585,0
8441,2016,"Wisconsin",4666,1
8442,2016,"Wisconsin",4582,1
8443,2017,"Michigan",3899,0
8444,2016,"Wisconsin",3064,1
8445,2017,"Wisconsin",4835,1
8446,2016,"Michigan",2445,0
8447,2017,"Wisconsin",5116,1
8448,2017,"Wisconsin",3125,1
8449,2016,"Wisconsin",2108,1
8450,2017,"Wisconsin",5134,1
8451,2016,"Michigan",3953,0
8452,2017,"Wisconsin",1746,1
8453,2017,"Wisconsin",5194,1
8454,2017,"Wisconsin",2087,1
8455,2016,"Wisconsin",3352,1
8456,2016,"Michigan",2005,0
8457,2016,"Michigan",2525,0
8458,2016,"Michigan",2015,0
8459,2016,"Wisconsin",1904,1
8460,2016,"Wisconsin",1101,1
8461,2016,"Wisconsin",3305,1
8462,2016,"Michigan",1156,0
8463,2017,"Wisconsin",3373,1
8464,2017,"Michigan",3019,0
8465,2017,"Wisconsin",1563,1
8466,2017,"Wisconsin",5104,1
8467,2016,"Michigan",1855,0
8468,2017,"Wisconsin",5151,1
8469,2016,"Wisconsin",3989,1
8470,2017,"Wisconsin",4745,1
8471,2016,"Wisconsin",3754,1
8472,2017,"Michigan",4389,0
8473,2017,"Michigan",2353,0
8474,2017,"Wisconsin",2001,1
8475,2016,"Michigan",2943,0
8476,2017,"Wisconsin",2490,1
8477,2017,"Michigan",4742,0
8478,2017,"Michigan",4987,0
8479,2016,"Michigan",4716,0
8480,2016,"Wisconsin",4898,1
8481,2016,"Michigan",1464,0
8482,2017,"Wisconsin",4442,1
8483,2017,"Michigan",4054,0
8484,2016,"Michigan",1890,0
8485,2016,"Wisconsin",3058,1
8486,2017,"Wisconsin",1865,1
8487,2016,"Michigan",1113,0
8488,2017,"Wisconsin",5105,1
8489,2017,"Wisconsin",5181,1
8490,2017,"Michigan",3473,0
8491,2016,"Wisconsin",3124,1
8492,2016,"Wisconsin",1070,1
8493,2016,"Michigan",2251,0
8494,2016,"Michigan",4657,0
8495,2017,"Michigan",1823,0
8496,2017,"Michigan",4349,0
8497,2016,"Wisconsin",2476,1
8498,2016,"Wisconsin",2662,1
8499,2016,"Wisconsin",1106,1
8500,2017,"Michigan",2593,0
8501,2016,"Wisconsin",1313,1
8502,2017,"Michigan",3557,0
8503,2017,"Michigan",2648,0
8504,2017,"Wisconsin",4757,1
8505,2017,"Michigan",4270,0
8506,2016,"Michigan",3930,0
8507,2017,"Michigan",1774,0
8508,2016,"Michigan",2460,0
8509,2017,"Michigan",1657,0
8510,2016,"Wisconsin",3871,1
8511,2016,"Wisconsin",2451,1
8512,2016,"Michigan",4809,0
8513,2017,"Michigan",2288,0
8514,2016,"Wisconsin",3159,1
8515,2017,"Wisconsin",4410,1
8516,2016,"Wisconsin",3382,1
8517,2017,"Michigan",4498,0
8518,2017,"Wisconsin",4861,1
8519,2017,"Wisconsin",4790,1
8520,2017,"Wisconsin",5172,1
8521,2017,"Michigan",3460,0
8522,2017,"Michigan",3628,0
8523,2016,"Wisconsin",2513,1
8524,2017,"Michigan",4270,0
8525,2017,"Wisconsin",5132,1
8526,2016,"Wisconsin",1313,1
8527,2017,"Michigan",5021,0
8528,2017,"Michigan",1876,0
8529,2016,"Wisconsin",2397,1
8530,2016,"Michigan",3805,0
8531,2017,"Wisconsin",2698,1
8532,2017,"Wisconsin",4474,1
8533,2016,"Wisconsin",2334,1
8534,2016,"Wisconsin",4979,1
8535,2016,"Michigan",2604,0
8536,2016,"Wisconsin",2784,1
8537,2016,"Wisconsin",4902,1
8538,2017,"Wisconsin",3662,1
8539,2016,"Michigan",3592,0
8540,2016,"Michigan",1684,0
8541,2016,"Michigan",1967,0
8542,2016,"Michigan",3482,0
8543,2017,"Wisconsin",2650,1
8544,2016,"Wisconsin",2337,1
8545,2016,"Wisconsin",3513,1
8546,2017,"Wisconsin",3424,1
8547,2016,"Michigan",3244,0
8548,2017,"Michigan",2934,0
8549,2016,"Wisconsin",2459,1
8550,2017,"Wisconsin",4981,1
8551,2017,"Michigan",5020,0
8552,2017,"Michigan",2752,0
8553,2017,"Wisconsin",4220,1
8554,2017,"Wisconsin",3984,1
8555,2017,"Michigan",3624,0
8556,2017,"Michigan",2174,0
8557,2016,"Wisconsin",1479,1
8558,2016,"Michigan",4331,0
8559,2016,"Wisconsin",4549,1
8560,2017,"Michigan",1923,0
8561,2016,"Wisconsin",1943,1
8562,2016,"Wisconsin",3164,1
8563,2017,"Michigan",1178,0
8564,2016,"Wisconsin",4686,1
8565,2016,"Michigan",4032,0
8566,2017,"Michigan",2432,0
8567,2016,"Wisconsin",1643,1
8568,2017,"Michigan",1583,0
8569,2016,"Wisconsin",4372,1
8570,2017,"Michigan",4102,0
8571,2017,"Wisconsin",2932,1
8572,2017,"Michigan",2236,0
8573,2017,"Wisconsin",5380,1
8574,2017,"Wisconsin",2206,1
8575,2016,"Wisconsin",1640,1
8576,2016,"Michigan",2322,0
8577,2016,"Wisconsin",1591,1
8578,2016,"Michigan",2791,0
8579,2016,"Michigan",2888,0
8580,2016,"Wisconsin",1851,1
8581,2017,"Michigan",4479,0
8582,2017,"Wisconsin",1939,1
8583,2017,"Michigan",3399,0
8584,2017,"Wisconsin",4086,1
8585,2017,"Wisconsin",4080,1
8586,2016,"Wisconsin",2554,1
8587,2017,"Michigan",4905,0
8588,2017,"Wisconsin",1521,1
8589,2017,"Wisconsin",5085,1
8590,2016,"Michigan",1993,0
8591,2016,"Wisconsin",4860,1
8592,2016,"Michigan",4768,0
8593,2016,"Wisconsin",2481,1
8594,2017,"Wisconsin",3672,1
8595,2016,"Michigan",5049,0
8596,2016,"Wisconsin",4858,1
8597,2016,"Michigan",3802,0
8598,2017,"Wisconsin",3475,1
8599,2017,"Michigan",3375,0
8600,2017,"Michigan",1664,0
8601,2016,"Wisconsin",3549,1
8602,2017,"Wisconsin",3705,1
8603,2017,"Michigan",4262,0
8604,2017,"Michigan",4791,0
8605,2017,"Wisconsin",2755,1
8606,2016,"Michigan",3146,0
8607,2017,"Wisconsin",1660,1
8608,2017,"Michigan",4108,0
8609,2017,"Michigan",2069,0
8610,2017,"Michigan",3455,0
8611,2017,"Michigan",1222,0
8612,2017,"Wisconsin",5249,1
8613,2017,"Wisconsin",2929,1
8614,2017,"Michigan",3689,0
8615,2016,"Michigan",3076,0
8616,2016,"Michigan",2561,0
8617,2016,"Wisconsin",2408,1
8618,2017,"Michigan",3726,0
8619,2017,"Michigan",4559,0
8620,2016,"Michigan",4103,0
8621,2017,"Wisconsin",5065,1
8622,2016,"Michigan",2159,0
8623,2016,"Wisconsin",2443,1
8624,2017,"Wisconsin",4450,1
8625,2017,"Wisconsin",1731,1
8626,2017,"Wisconsin",5088,1
8627,2017,"Wisconsin",5241,1
8628,2017,"Wisconsin",4172,1
8629,2016,"Wisconsin",3043,1
8630,2016,"Wisconsin",2785,1
8631,2017,"Wisconsin",5197,1
8632,2017,"Wisconsin",3488,1
8633,2017,"Wisconsin",4200,1
8634,2016,"Michigan",4421,0
8635,2017,"Michigan",4905,0
8636,2016,"Michigan",1907,0
8637,2016,"Michigan",2777,0
8638,2016,"Wisconsin",2098,1
8639,2017,"Wisconsin",3217,1
8640,2017,"Michigan",4771,0
8641,2016,"Wisconsin",3988,1
8642,2016,"Michigan",4666,0
8643,2017,"Wisconsin",3630,1
8644,2017,"Wisconsin",3826,1
8645,2016,"Wisconsin",3530,1
8646,2017,"Wisconsin",1693,1
8647,2016,"Michigan",3074,0
8648,2016,"Michigan",4090,0
8649,2016,"Michigan",3752,0
8650,2017,"Wisconsin",4374,1
8651,2016,"Wisconsin",4615,1
8652,2016,"Michigan",4249,0
8653,2017,"Wisconsin",5476,1
8654,2016,"Michigan",2971,0
8655,2016,"Michigan",2083,0
8656,2016,"Michigan",3447,0
8657,2017,"Wisconsin",3879,1
8658,2017,"Wisconsin",3891,1
8659,2016,"Wisconsin",3524,1
8660,2016,"Wisconsin",2910,1
8661,2017,"Michigan",4738,0
8662,2016,"Michigan",1342,0
8663,2017,"Michigan",4259,0
8664,2017,"Michigan",1366,0
8665,2016,"Michigan",1828,0
8666,2016,"Michigan",3718,0
8667,2016,"Michigan",3277,0
8668,2017,"Michigan",4722,0
8669,2016,"Michigan",3783,0
8670,2016,"Michigan",3604,0
8671,2016,"Michigan",1877,0
8672,2016,"Wisconsin",4544,1
8673,2017,"Michigan",1270,0
8674,2016,"Wisconsin",4874,1
8675,2017,"Michigan",3051,0
8676,2017,"Michigan",5001,0
8677,2016,"Michigan",3566,0
8678,2017,"Wisconsin",5142,1
8679,2016,"Wisconsin",4566,1
8680,2016,"Wisconsin",1439,1
8681,2016,"Wisconsin",2515,1
8682,2016,"Michigan",2247,0
8683,2017,"Michigan",4425,0
8684,2016,"Michigan",4758,0
8685,2016,"Michigan",4253,0
8686,2016,"Wisconsin",3560,1
8687,2017,"Wisconsin",2278,1
8688,2016,"Michigan",3547,0
8689,2017,"Michigan",1812,0
8690,2017,"Michigan",5082,0
8691,2017,"Wisconsin",4941,1
8692,2017,"Michigan",2296,0
8693,2017,"Wisconsin",4704,1
8694,2017,"Michigan",3716,0
8695,2016,"Michigan",4986,0
8696,2016,"Michigan",4261,0
8697,2017,"Michigan",3488,0
8698,2017,"Wisconsin",2999,1
8699,2017,"Michigan",2814,0
8700,2016,"Wisconsin",3250,1
8701,2017,"Wisconsin",1909,1
8702,2016,"Michigan",3550,0
8703,2016,"Wisconsin",1668,1
8704,2017,"Wisconsin",2056,1
8705,2016,"Wisconsin",3201,1
8706,2017,"Wisconsin",3806,1
8707,2017,"Michigan",2663,0
8708,2016,"Wisconsin",3630,1
8709,2017,"Wisconsin",2441,1
8710,2016,"Michigan",3423,0
8711,2016,"Michigan",4366,0
8712,2016,"Wisconsin",4732,1
8713,2017,"Michigan",1627,0
8714,2016,"Michigan",4494,0
8715,2016,"Michigan",4727,0
8716,2016,"Michigan",2502,0
8717,2017,"Wisconsin",3893,1
8718,2017,"Michigan",2755,0
8719,2017,"Michigan",3488,0
8720,2016,"Wisconsin",4442,1
8721,2017,"Michigan",3162,0
8722,2017,"Wisconsin",2357,1
8723,2016,"Michigan",1877,0
8724,2016,"Wisconsin",3196,1
8725,2016,"Michigan",2611,0
8726,2016,"Wisconsin",2642,1
8727,2017,"Wisconsin",5462,1
8728,2017,"Wisconsin",4634,1
8729,2016,"Wisconsin",3099,1
8730,2016,"Michigan",3608,0
8731,2016,"Michigan",4474,0
8732,2017,"Wisconsin",3669,1
8733,2017,"Michigan",3938,0
8734,2017,"Michigan",1864,0
8735,2016,"Wisconsin",3637,1
8736,2017,"Michigan",2599,0
8737,2016,"Wisconsin",2223,1
8738,2016,"Wisconsin",3581,1
8739,2016,"Wisconsin",1221,1
8740,2017,"Wisconsin",3513,1
8741,2017,"Michigan",2294,0
8742,2017,"Wisconsin",3909,1
8743,2016,"Michigan",1393,0
8744,2017,"Wisconsin",3869,1
8745,2017,"Wisconsin",5351,1
8746,2016,"Wisconsin",1984,1
8747,2017,"Michigan",2604,0
8748,2017,"Wisconsin",3007,1
8749,2016,"Michigan",3975,0
8750,2016,"Wisconsin",4986,1
8751,2017,"Michigan",1291,0
8752,2017,"Wisconsin",3121,1
8753,2016,"Wisconsin",4029,1
8754,2016,"Wisconsin",2995,1
8755,2016,"Wisconsin",2183,1
8756,2016,"Michigan",2239,0
8757,2016,"Michigan",4293,0
8758,2017,"Michigan",4855,0
8759,2016,"Wisconsin",4631,1
8760,2017,"Wisconsin",3234,1
8761,2017,"Wisconsin",3788,1
8762,2016,"Michigan",4100,0
8763,2016,"Wisconsin",1809,1
8764,2016,"Wisconsin",4941,1
8765,2016,"Wisconsin",4182,1
8766,2017,"Wisconsin",4640,1
8767,2016,"Michigan",2574,0
8768,2017,"Michigan",2522,0
8769,2016,"Michigan",3854,0
8770,2016,"Michigan",4318,0
8771,2017,"Michigan",3378,0
8772,2016,"Michigan",3314,0
8773,2017,"Wisconsin",2468,1
8774,2017,"Wisconsin",1831,1
8775,2017,"Michigan",4990,0
8776,2017,"Wisconsin",4528,1
8777,2016,"Michigan",2572,0
8778,2016,"Michigan",3940,0
8779,2017,"Michigan",5076,0
8780,2016,"Michigan",3762,0
8781,2017,"Michigan",4331,0
8782,2017,"Wisconsin",3712,1
8783,2016,"Wisconsin",2563,1
8784,2016,"Michigan",1128,0
8785,2016,"Wisconsin",3247,1
8786,2017,"Wisconsin",3122,1
8787,2016,"Michigan",4513,0
8788,2017,"Wisconsin",4008,1
8789,2016,"Wisconsin",3250,1
8790,2017,"Michigan",4427,0
8791,2017,"Wisconsin",3799,1
8792,2017,"Wisconsin",3127,1
8793,2016,"Michigan",4542,0
8794,2016,"Wisconsin",4208,1
8795,2017,"Michigan",4957,0
8796,2017,"Wisconsin",3589,1
8797,2017,"Michigan",4746,0
8798,2017,"Michigan",4630,0
8799,2016,"Wisconsin",1139,1
8800,2017,"Wisconsin",4296,1
8801,2017,"Wisconsin",4699,1
8802,2016,"Michigan",2035,0
8803,2017,"Wisconsin",3981,1
8804,2017,"Michigan",3775,0
8805,2017,"Michigan",1803,0
8806,2017,"Wisconsin",2084,1
8807,2016,"Michigan",4904,0
8808,2017,"Wisconsin",4786,1
8809,2016,"Wisconsin",2655,1
8810,2016,"Michigan",2621,0
8811,2016,"Wisconsin",2841,1
8812,2016,"Michigan",3971,0
8813,2016,"Wisconsin",4214,1
8814,2016,"Wisconsin",4736,1
8815,2017,"Wisconsin",2026,1
8816,2017,"Wisconsin",1797,1
8817,2016,"Wisconsin",3601,1
8818,2017,"Michigan",1821,0
8819,2017,"Michigan",2430,0
8820,2017,"Michigan",3973,0
8821,2017,"Wisconsin",1771,1
8822,2016,"Michigan",3168,0
8823,2017,"Michigan",1674,0
8824,2016,"Michigan",4805,0
8825,2016,"Michigan",2054,0
8826,2017,"Michigan",1809,0
8827,2017,"Michigan",4665,0
8828,2016,"Wisconsin",4406,1
8829,2016,"Wisconsin",3362,1
8830,2017,"Michigan",2319,0
8831,2016,"Michigan",2372,0
8832,2017,"Wisconsin",2752,1
8833,2017,"Michigan",1426,0
8834,2017,"Michigan",4282,0
8835,2017,"Michigan",1550,0
8836,2016,"Wisconsin",2468,1
8837,2016,"Wisconsin",1312,1
8838,2017,"Michigan",2212,0
8839,2016,"Michigan",1956,0
8840,2016,"Wisconsin",4419,1
8841,2016,"Michigan",4811,0
8842,2016,"Michigan",4778,0
8843,2016,"Michigan",4004,0
8844,2016,"Michigan",2769,0
8845,2017,"Michigan",1163,0
8846,2016,"Wisconsin",2224,1
8847,2016,"Wisconsin",1802,1
8848,2017,"Wisconsin",2642,1
8849,2017,"Wisconsin",5239,1
8850,2017,"Wisconsin",3746,1
8851,2017,"Wisconsin",2569,1
8852,2016,"Michigan",1794,0
8853,2017,"Michigan",4025,0
8854,2017,"Michigan",4947,0
8855,2017,"Michigan",4911,0
8856,2016,"Wisconsin",2904,1
8857,2017,"Wisconsin",4160,1
8858,2016,"Wisconsin",1304,1
8859,2017,"Michigan",2620,0
8860,2016,"Michigan",2654,0
8861,2017,"Wisconsin",2926,1
8862,2016,"Wisconsin",1490,1
8863,2017,"Michigan",2887,0
8864,2016,"Wisconsin",1289,1
8865,2017,"Wisconsin",4734,1
8866,2016,"Wisconsin",3488,1
8867,2017,"Wisconsin",1534,1
8868,2017,"Wisconsin",4894,1
8869,2017,"Wisconsin",2582,1
8870,2017,"Wisconsin",5105,1
8871,2017,"Wisconsin",2493,1
8872,2016,"Michigan",3007,0
8873,2017,"Wisconsin",5253,1
8874,2017,"Wisconsin",3616,1
8875,2016,"Wisconsin",4214,1
8876,2017,"Wisconsin",3499,1
